molecule_id,HOMO_eV,LUMO_eV,GAP_eV,Dipmom_Debye,Etot_eV,Etot_pos_eV,Etot_neg_eV,aEA_eV,aIP_eV
hc_c42h24_0pent_6148,-5.111,-2.145,2.966,0.290,-43887.698,-43881.440,-43888.808,-1.110,6.258
hc_c38h22_0pent_1583,-4.827,-2.543,2.284,0.083,-39712.464,-39706.556,-39713.952,-1.488,5.908
hc_c42h24_0pent_2114,-5.139,-2.162,2.978,0.177,-43888.090,-43881.961,-43889.274,-1.184,6.129
hc_c42h24_0pent_4887,-5.138,-2.209,2.929,0.127,-43888.260,-43882.074,-43889.447,-1.187,6.186
hc_c42h24_0pent_1711,-5.276,-1.992,3.283,0.053,-43887.967,-43881.698,-43888.989,-1.022,6.269
hc_c38h22_0pent_106,-5.510,-1.728,3.782,0.095,-39712.787,-39706.253,-39713.525,-0.739,6.533
hc_c34h20_0pent_313,-5.336,-1.859,3.477,0.194,-35537.272,-35530.791,-35538.045,-0.773,6.481
hc_c42h24_0pent_5433,-5.225,-2.139,3.087,0.113,-43888.246,-43882.012,-43889.400,-1.154,6.233
hc_c42h24_0pent_4423,-5.286,-1.902,3.385,0.278,-43887.429,-43881.122,-43888.343,-0.914,6.307
hc_c42h24_0pent_813,-5.307,-1.940,3.367,0.337,-43887.733,-43881.430,-43888.614,-0.881,6.303
hc_c42h24_0pent_275,-5.391,-1.885,3.506,0.112,-43887.362,-43880.986,-43888.295,-0.933,6.376
hc_c42h24_0pent_4142,-5.192,-2.143,3.049,0.094,-43887.868,-43881.658,-43889.012,-1.144,6.211
hc_c42h24_0pent_1692,-5.360,-1.873,3.487,0.205,-43887.762,-43881.400,-43888.672,-0.910,6.363
hc_c42h24_0pent_1349,-5.328,-1.954,3.374,0.237,-43888.058,-43881.732,-43889.050,-0.992,6.326
hc_c42h24_0pent_4379,-5.261,-1.870,3.391,0.164,-43887.364,-43881.001,-43888.151,-0.788,6.362
hc_c42h24_0pent_5041,-5.189,-2.184,3.005,0.148,-43888.144,-43881.890,-43889.282,-1.138,6.253
hc_c42h24_0pent_1723,-5.202,-2.088,3.115,0.390,-43887.603,-43881.390,-43888.680,-1.078,6.213
hc_c42h24_0pent_6551,-4.867,-2.477,2.390,0.086,-43887.696,-43881.809,-43889.180,-1.485,5.887
hc_c42h24_0pent_6333,-4.951,-2.436,2.515,0.050,-43888.337,-43882.358,-43889.767,-1.430,5.979
hc_c42h24_0pent_4172,-5.333,-1.971,3.363,0.283,-43887.985,-43881.657,-43889.004,-1.018,6.328
hc_c42h24_0pent_5441,-5.235,-2.086,3.149,0.165,-43887.947,-43881.717,-43889.056,-1.108,6.231
hc_c42h24_0pent_241,-5.433,-1.808,3.625,0.262,-43887.701,-43881.265,-43888.541,-0.840,6.436
hc_c42h24_0pent_1847,-5.341,-1.908,3.433,0.090,-43887.649,-43881.303,-43888.606,-0.957,6.346
hc_c42h24_0pent_5693,-5.119,-2.205,2.915,0.130,-43888.203,-43882.054,-43889.396,-1.193,6.148
hc_c42h24_0pent_1842,-5.349,-1.896,3.452,0.072,-43888.096,-43881.732,-43889.025,-0.928,6.364
hc_c42h24_0pent_560,-5.461,-1.774,3.687,0.150,-43887.771,-43881.300,-43888.572,-0.801,6.471
hc_c42h24_0pent_3040,-5.314,-2.025,3.289,0.291,-43887.376,-43881.066,-43888.448,-1.072,6.311
hc_c42h24_0pent_5265,-5.286,-2.089,3.198,0.063,-43888.173,-43881.868,-43889.272,-1.099,6.305
hc_c34h20_0pent_100,-5.165,-2.006,3.160,0.021,-35537.410,-35531.167,-35538.368,-0.958,6.242
hc_c42h24_0pent_2397,-5.490,-1.808,3.682,0.221,-43888.084,-43881.592,-43888.919,-0.835,6.492
hc_c42h24_0pent_1312,-5.287,-1.963,3.324,0.242,-43887.418,-43881.124,-43888.420,-1.002,6.294
hc_c34h20_0pent_178,-5.473,-1.813,3.660,0.176,-35538.057,-35531.484,-35538.823,-0.767,6.573
hc_c42h24_0pent_2672,-5.221,-1.965,3.256,0.069,-43887.763,-43881.533,-43888.755,-0.992,6.230
hc_c42h24_0pent_4698,-4.980,-2.342,2.638,0.041,-43887.740,-43881.752,-43889.092,-1.352,5.988
hc_c34h20_0pent_49,-5.528,-1.672,3.856,0.116,-35537.346,-35530.714,-35537.962,-0.617,6.632
hc_c42h24_0pent_5957,-4.889,-2.469,2.420,0.070,-43887.840,-43881.972,-43889.361,-1.521,5.868
hc_c34h20_0pent_59,-5.551,-1.657,3.893,0.087,-35537.577,-35530.926,-35538.193,-0.616,6.651
hc_c42h24_0pent_1432,-5.343,-1.962,3.382,0.108,-43888.407,-43882.029,-43889.359,-0.952,6.378
hc_c42h24_0pent_5813,-4.954,-2.313,2.641,0.191,-43887.421,-43881.450,-43888.750,-1.329,5.972
hc_c42h24_0pent_3099,-5.309,-1.929,3.381,0.311,-43887.331,-43881.000,-43888.292,-0.961,6.331
hc_c34h20_0pent_63,-5.538,-1.658,3.879,0.077,-35537.888,-35531.266,-35538.505,-0.617,6.621
hc_c42h24_0pent_2525,-5.240,-2.142,3.098,0.264,-43888.267,-43881.965,-43889.346,-1.079,6.302
hc_c42h24_0pent_531,-5.454,-1.689,3.765,0.055,-43887.570,-43881.105,-43888.271,-0.702,6.465
hc_c42h24_0pent_3940,-5.270,-2.006,3.264,0.051,-43887.714,-43881.407,-43888.720,-1.007,6.307
hc_c42h24_0pent_1624,-5.331,-1.932,3.399,0.214,-43887.422,-43881.069,-43888.373,-0.951,6.353
hc_c42h24_0pent_6153,-5.070,-2.212,2.858,0.268,-43887.275,-43881.160,-43888.467,-1.191,6.116
hc_c34h20_0pent_363,-5.136,-2.170,2.966,0.080,-35537.493,-35531.253,-35538.577,-1.084,6.240
hc_c42h24_0pent_3814,-5.163,-2.088,3.076,0.265,-43887.906,-43881.719,-43889.018,-1.112,6.186
hc_c42h24_0pent_5817,-4.958,-2.315,2.643,0.109,-43887.322,-43881.349,-43888.653,-1.331,5.973
hc_c42h24_0pent_126,-5.525,-1.734,3.791,0.121,-43887.786,-43881.263,-43888.554,-0.768,6.523
hc_c42h24_0pent_1037,-5.173,-2.106,3.067,0.232,-43887.681,-43881.489,-43888.801,-1.120,6.191
hc_c38h22_0pent_305,-5.173,-2.106,3.067,0.058,-39712.663,-39706.450,-39713.751,-1.088,6.213
hc_c42h24_0pent_2863,-5.168,-2.035,3.133,0.363,-43887.042,-43880.795,-43888.023,-0.981,6.247
hc_c42h24_0pent_2775,-5.296,-1.957,3.339,0.203,-43888.004,-43881.665,-43888.957,-0.953,6.339
hc_c42h24_0pent_5014,-5.196,-2.171,3.025,0.243,-43888.577,-43882.367,-43889.757,-1.180,6.209
hc_c34h20_0pent_403,-5.171,-2.124,3.046,0.113,-35537.678,-35531.407,-35538.729,-1.051,6.271
hc_c42h24_0pent_2139,-5.345,-1.929,3.417,0.122,-43888.357,-43881.986,-43889.290,-0.933,6.370
hc_c42h24_0pent_6055,-5.165,-2.169,2.996,0.247,-43888.138,-43881.922,-43889.292,-1.154,6.216
hc_c42h24_0pent_2087,-5.270,-2.019,3.251,0.068,-43888.285,-43882.041,-43889.352,-1.067,6.245
hc_c42h24_0pent_4475,-5.400,-1.847,3.553,0.206,-43887.675,-43881.269,-43888.560,-0.885,6.406
hc_c42h24_0pent_1423,-5.396,-1.910,3.485,0.158,-43888.070,-43881.633,-43888.974,-0.904,6.437
hc_c42h24_0pent_4918,-5.125,-2.206,2.919,0.179,-43887.937,-43881.766,-43889.119,-1.182,6.171
hc_c42h24_0pent_955,-5.227,-1.913,3.315,0.458,-43887.380,-43881.037,-43888.224,-0.844,6.344
hc_c42h24_0pent_704,-5.293,-1.860,3.433,0.121,-43887.352,-43881.066,-43888.242,-0.890,6.287
hc_c42h24_0pent_1197,-5.280,-2.060,3.221,0.152,-43888.086,-43881.803,-43889.151,-1.066,6.283
hc_c42h24_0pent_4904,-5.185,-2.132,3.054,0.036,-43888.266,-43882.067,-43889.392,-1.126,6.199
hc_c42h24_0pent_5428,-5.162,-2.190,2.971,0.105,-43888.168,-43882.003,-43889.379,-1.211,6.165
hc_c42h24_0pent_1949,-5.529,-1.763,3.765,0.101,-43888.743,-43882.228,-43889.535,-0.792,6.516
hc_c42h24_0pent_5457,-5.180,-2.195,2.985,0.264,-43888.550,-43882.345,-43889.744,-1.194,6.204
hc_c38h22_0pent_879,-5.333,-1.822,3.511,0.210,-39712.502,-39706.067,-39713.268,-0.766,6.435
hc_c34h20_0pent_249,-5.403,-1.854,3.549,0.107,-35537.863,-35531.368,-35538.659,-0.796,6.495
hc_c42h24_0pent_2689,-5.273,-1.959,3.315,0.077,-43887.738,-43881.454,-43888.724,-0.986,6.284
hc_c38h22_0pent_844,-5.262,-2.034,3.228,0.126,-39712.329,-39706.008,-39713.332,-1.003,6.321
hc_c42h24_0pent_6286,-4.876,-2.514,2.363,0.229,-43888.178,-43882.229,-43889.643,-1.465,5.949
hc_c38h22_0pent_1214,-5.000,-2.264,2.736,0.066,-39712.565,-39706.415,-39713.723,-1.158,6.150
hc_c42h24_0pent_5498,-5.154,-2.147,3.007,0.232,-43887.904,-43881.695,-43889.029,-1.126,6.209
hc_c42h24_0pent_3008,-5.372,-1.903,3.469,0.063,-43888.618,-43882.298,-43889.601,-0.983,6.319
hc_c42h24_0pent_2507,-5.391,-1.900,3.491,0.197,-43888.129,-43881.732,-43889.051,-0.923,6.397
hc_c42h24_0pent_3781,-5.166,-2.156,3.010,0.104,-43888.511,-43882.366,-43889.719,-1.207,6.146
hc_c42h24_0pent_3010,-5.362,-1.966,3.396,0.134,-43888.197,-43881.869,-43889.232,-1.035,6.328
hc_c42h24_0pent_3559,-5.103,-2.202,2.901,0.136,-43887.802,-43881.713,-43889.038,-1.237,6.089
hc_c42h24_0pent_4357,-5.324,-1.950,3.374,0.180,-43887.801,-43881.465,-43888.781,-0.980,6.336
hc_c42h24_0pent_2717,-5.271,-1.921,3.350,0.215,-43887.628,-43881.308,-43888.547,-0.919,6.320
hc_c38h22_0pent_1022,-5.320,-1.970,3.350,0.060,-39712.636,-39706.265,-39713.591,-0.955,6.371
hc_c42h24_0pent_6558,-4.776,-2.490,2.286,0.207,-43887.393,-43881.564,-43888.858,-1.465,5.829
hc_c38h22_0pent_632,-5.451,-1.839,3.612,0.158,-39713.386,-39706.909,-39714.231,-0.845,6.477
hc_c38h22_0pent_1609,-4.915,-2.465,2.450,0.086,-39712.953,-39707.001,-39714.404,-1.451,5.952
hc_c42h24_0pent_5125,-5.179,-2.173,3.005,0.152,-43888.405,-43882.256,-43889.621,-1.216,6.149
hc_c42h24_0pent_3418,-5.452,-1.829,3.623,0.061,-43888.062,-43881.616,-43888.941,-0.879,6.446
hc_c42h24_0pent_84,-5.367,-1.875,3.491,0.336,-43886.897,-43880.539,-43887.816,-0.919,6.358
hc_c42h24_0pent_5825,-5.118,-2.239,2.879,0.034,-43888.440,-43882.331,-43889.712,-1.272,6.108
hc_c42h24_0pent_6571,-4.786,-2.509,2.277,0.209,-43887.420,-43881.590,-43888.917,-1.497,5.830
hc_c42h24_0pent_4529,-5.182,-2.043,3.139,0.349,-43887.078,-43880.879,-43888.135,-1.057,6.199
hc_c42h24_0pent_4267,-5.301,-1.918,3.383,0.404,-43887.550,-43881.221,-43888.478,-0.929,6.329
hc_c42h24_0pent_5610,-4.966,-2.286,2.680,0.156,-43887.065,-43881.008,-43888.295,-1.231,6.057
hc_c42h24_0pent_4171,-5.252,-2.022,3.230,0.225,-43887.786,-43881.547,-43888.858,-1.072,6.239
hc_c42h24_0pent_5798,-5.156,-2.170,2.986,0.235,-43887.920,-43881.753,-43889.107,-1.188,6.166
hc_c42h24_0pent_6134,-5.036,-2.242,2.794,0.128,-43887.677,-43881.618,-43888.927,-1.250,6.059
hc_c42h24_0pent_2343,-5.426,-1.891,3.535,0.134,-43888.043,-43881.634,-43888.943,-0.900,6.409
hc_c42h24_0pent_978,-5.285,-1.961,3.324,0.090,-43887.326,-43880.988,-43888.276,-0.950,6.338
hc_c34h20_0pent_421,-4.812,-2.541,2.271,0.061,-35537.293,-35531.365,-35538.747,-1.454,5.928
hc_c42h24_0pent_718,-5.476,-1.742,3.734,0.125,-43887.797,-43881.329,-43888.547,-0.749,6.469
hc_c42h24_0pent_6677,-4.448,-2.947,1.502,0.109,-43887.197,-43881.743,-43889.158,-1.961,5.454
hc_c42h24_0pent_4872,-5.026,-2.255,2.771,0.178,-43887.548,-43881.429,-43888.741,-1.194,6.118
hc_c38h22_0pent_823,-5.344,-1.926,3.418,0.196,-39712.280,-39705.869,-39713.178,-0.898,6.411
hc_c38h22_0pent_62,-5.452,-1.721,3.730,0.208,-39712.200,-39705.653,-39712.815,-0.615,6.547
hc_c42h24_0pent_4740,-5.032,-2.291,2.741,0.125,-43888.184,-43882.125,-43889.460,-1.276,6.059
hc_c42h24_0pent_1269,-5.384,-1.871,3.513,0.184,-43887.808,-43881.415,-43888.717,-0.909,6.393
hc_c42h24_0pent_5399,-5.322,-2.072,3.250,0.076,-43888.518,-43882.181,-43889.599,-1.081,6.337
hc_c42h24_0pent_2484,-5.392,-1.902,3.490,0.310,-43887.704,-43881.298,-43888.630,-0.926,6.406
hc_c42h24_0pent_2320,-5.425,-1.902,3.523,0.299,-43888.408,-43881.964,-43889.309,-0.901,6.444
hc_c42h24_0pent_3827,-5.300,-1.978,3.322,0.144,-43888.281,-43881.996,-43889.298,-1.018,6.285
hc_c42h24_0pent_4287,-5.301,-1.976,3.325,0.109,-43887.955,-43881.675,-43888.983,-1.028,6.280
hc_c42h24_0pent_1333,-5.325,-1.968,3.357,0.081,-43888.092,-43881.753,-43889.063,-0.971,6.339
hc_c42h24_0pent_2289,-5.392,-1.852,3.540,0.054,-43888.161,-43881.791,-43889.068,-0.908,6.369
hc_c42h24_0pent_6264,-4.786,-2.531,2.255,0.112,-43887.495,-43881.627,-43888.977,-1.482,5.868
hc_c42h24_0pent_2166,-5.336,-1.927,3.409,0.075,-43887.625,-43881.311,-43888.594,-0.969,6.315
hc_c42h24_0pent_6062,-5.075,-2.283,2.792,0.157,-43888.088,-43881.936,-43889.314,-1.225,6.153
hc_c42h24_0pent_2696,-5.258,-1.877,3.381,0.273,-43887.412,-43881.075,-43888.217,-0.805,6.336
hc_c42h24_0pent_4852,-5.091,-2.176,2.915,0.121,-43887.591,-43881.406,-43888.738,-1.147,6.185
hc_c42h24_0pent_1972,-5.233,-2.072,3.161,0.245,-43888.000,-43881.739,-43889.053,-1.054,6.261
hc_c42h24_0pent_3256,-5.225,-2.045,3.180,0.097,-43887.856,-43881.655,-43888.956,-1.099,6.202
hc_c42h24_0pent_5161,-5.123,-2.229,2.894,0.258,-43887.769,-43881.586,-43888.948,-1.179,6.184
hc_c42h24_0pent_2989,-5.329,-1.945,3.384,0.109,-43887.621,-43881.268,-43888.592,-0.971,6.352
hc_c42h24_0pent_577,-5.504,-1.674,3.830,0.144,-43888.407,-43881.907,-43889.136,-0.729,6.500
hc_c38h22_0pent_1254,-5.055,-2.225,2.830,0.116,-39712.604,-39706.473,-39713.783,-1.179,6.131
hc_c42h24_0pent_3508,-5.385,-1.891,3.494,0.177,-43887.788,-43881.387,-43888.706,-0.918,6.401
hc_c42h24_0pent_4531,-5.274,-1.923,3.351,0.256,-43886.983,-43880.695,-43887.928,-0.944,6.288
hc_c42h24_0pent_4808,-5.266,-2.077,3.190,0.062,-43888.263,-43881.976,-43889.340,-1.077,6.288
hc_c42h24_0pent_2149,-5.349,-1.896,3.452,0.179,-43888.010,-43881.665,-43888.956,-0.946,6.345
hc_c42h24_0pent_6043,-5.152,-2.202,2.951,0.132,-43888.235,-43882.044,-43889.423,-1.189,6.190
hc_c42h24_0pent_1707,-5.261,-2.021,3.240,0.109,-43887.950,-43881.678,-43888.975,-1.025,6.272
hc_c38h22_0pent_201,-5.464,-1.819,3.645,0.210,-39712.241,-39705.735,-39713.057,-0.816,6.506
hc_c38h22_0pent_1025,-5.252,-2.019,3.233,0.268,-39712.283,-39705.955,-39713.275,-0.992,6.328
hc_c42h24_0pent_6277,-4.861,-2.530,2.331,0.198,-43888.193,-43882.277,-43889.692,-1.499,5.916
hc_c42h24_0pent_1101,-5.224,-2.088,3.137,0.188,-43887.957,-43881.736,-43889.076,-1.119,6.221
hc_c42h24_0pent_3274,-5.274,-2.029,3.245,0.043,-43888.554,-43882.313,-43889.646,-1.092,6.240
hc_c34h20_0pent_51,-5.415,-1.840,3.575,0.176,-35536.871,-35530.380,-35537.679,-0.808,6.491
hc_c42h24_0pent_2316,-5.327,-1.932,3.395,0.453,-43887.749,-43881.426,-43888.734,-0.985,6.323
hc_c34h20_0pent_316,-5.285,-1.948,3.336,0.141,-35537.140,-35530.745,-35538.022,-0.883,6.394
hc_c42h24_0pent_4064,-5.326,-1.971,3.355,0.207,-43888.083,-43881.751,-43889.082,-1.000,6.331
hc_c38h22_0pent_1134,-5.259,-1.911,3.348,0.115,-39712.597,-39706.301,-39713.502,-0.906,6.296
hc_c42h24_0pent_4463,-5.314,-1.920,3.393,0.371,-43887.655,-43881.291,-43888.556,-0.902,6.364
hc_c42h24_0pent_4790,-5.033,-2.323,2.710,0.041,-43887.788,-43881.742,-43889.119,-1.332,6.045
hc_c42h24_0pent_2500,-5.413,-1.871,3.542,0.262,-43888.398,-43881.972,-43889.291,-0.892,6.426
hc_c42h24_0pent_6247,-4.850,-2.528,2.322,0.130,-43887.972,-43882.104,-43889.505,-1.533,5.869
hc_c42h24_0pent_2815,-5.247,-2.014,3.233,0.275,-43887.210,-43880.902,-43888.228,-1.018,6.307
hc_c42h24_0pent_5792,-5.077,-2.254,2.822,0.221,-43887.893,-43881.770,-43889.136,-1.243,6.123
hc_c42h24_0pent_6218,-4.806,-2.542,2.264,0.196,-43887.842,-43882.020,-43889.388,-1.546,5.822
hc_c30h18_0pent_80,-5.427,-1.790,3.637,0.127,-31362.552,-31355.977,-31363.226,-0.674,6.575
hc_c42h24_0pent_1470,-5.224,-1.969,3.255,0.360,-43887.157,-43880.879,-43888.144,-0.988,6.278
hc_c42h24_0pent_2297,-5.383,-1.838,3.545,0.320,-43887.829,-43881.445,-43888.710,-0.881,6.384
hc_c42h24_0pent_4156,-5.423,-1.900,3.523,0.109,-43888.289,-43881.818,-43889.145,-0.856,6.470
hc_c34h20_0pent_301,-5.314,-1.842,3.472,0.100,-35537.587,-35531.189,-35538.384,-0.797,6.398
hc_c42h24_0pent_270,-5.516,-1.785,3.731,0.186,-43887.543,-43881.027,-43888.372,-0.829,6.517
hc_c38h22_0pent_561,-5.377,-1.883,3.494,0.175,-39713.123,-39706.721,-39713.999,-0.876,6.402
hc_c34h20_0pent_329,-5.010,-2.246,2.764,0.111,-35537.146,-35530.952,-35538.256,-1.110,6.195
hc_c38h22_0pent_1651,-4.907,-2.464,2.443,0.052,-39712.741,-39706.771,-39714.170,-1.429,5.970
hc_c42h24_0pent_749,-5.202,-1.939,3.264,0.325,-43887.382,-43881.016,-43888.673,-1.291,6.366
hc_c38h22_0pent_449,-5.336,-1.921,3.415,0.103,-39712.770,-39706.385,-39713.678,-0.908,6.385
hc_c42h24_0pent_6161,-5.010,-2.258,2.751,0.198,-43887.161,-43881.132,-43888.429,-1.268,6.029
hc_c38h22_0pent_1318,-5.268,-2.088,3.180,0.069,-39713.304,-39706.989,-39714.362,-1.058,6.315
hc_c38h22_0pent_386,-5.400,-1.866,3.534,0.146,-39712.796,-39706.340,-39713.645,-0.849,6.456
hc_c42h24_0pent_1048,-5.163,-2.058,3.105,0.271,-43887.813,-43881.653,-43888.903,-1.089,6.160
hc_c38h22_0pent_572,-5.495,-1.823,3.672,0.076,-39713.427,-39706.882,-39714.240,-0.812,6.546
hc_c42h24_0pent_6312,-4.973,-2.417,2.556,0.166,-43888.226,-43882.233,-43889.652,-1.426,5.993
hc_c42h24_0pent_561,-5.461,-1.815,3.647,0.089,-43887.312,-43880.848,-43888.161,-0.849,6.464
hc_c42h24_0pent_6272,-4.817,-2.454,2.364,0.445,-43887.600,-43881.685,-43888.993,-1.393,5.916
hc_c42h24_0pent_695,-5.396,-1.900,3.496,0.198,-43887.020,-43880.633,-43887.958,-0.938,6.387
hc_c34h20_0pent_6,-5.475,-1.776,3.699,0.241,-35537.065,-35530.495,-35537.786,-0.720,6.570
hc_c42h24_0pent_1298,-5.311,-1.837,3.474,0.258,-43887.490,-43881.142,-43888.375,-0.885,6.348
hc_c42h24_0pent_6533,-4.821,-2.537,2.284,0.224,-43887.744,-43881.849,-43889.237,-1.493,5.895
hc_c42h24_0pent_207,-5.485,-1.798,3.687,0.085,-43887.643,-43881.174,-43888.489,-0.846,6.469
hc_c34h20_0pent_196,-5.399,-1.862,3.538,0.091,-35537.802,-35531.317,-35538.616,-0.814,6.486
hc_c42h24_0pent_2603,-5.294,-1.972,3.321,0.045,-43888.048,-43881.749,-43889.041,-0.994,6.298
hc_c34h20_0pent_1,-5.481,-1.727,3.754,0.266,-35536.989,-35530.328,-35537.605,-0.616,6.662
hc_c42h24_0pent_599,-5.509,-1.732,3.778,0.112,-43887.908,-43881.395,-43888.698,-0.790,6.513
hc_c42h24_0pent_6188,-4.809,-2.478,2.331,0.136,-43887.499,-43881.597,-43888.931,-1.431,5.902
hc_c42h24_0pent_665,-5.378,-1.915,3.463,0.233,-43887.043,-43880.656,-43887.974,-0.931,6.387
hc_c42h24_0pent_2652,-5.269,-1.939,3.331,0.217,-43887.919,-43881.620,-43888.867,-0.948,6.298
hc_c42h24_0pent_2883,-5.327,-1.930,3.398,0.057,-43888.079,-43881.681,-43888.997,-0.918,6.397
hc_c42h24_0pent_2720,-5.295,-1.918,3.378,0.394,-43887.617,-43881.294,-43888.574,-0.957,6.323
hc_c42h24_0pent_3711,-5.158,-2.089,3.068,0.141,-43887.650,-43881.491,-43888.765,-1.115,6.160
hc_c42h24_0pent_6243,-4.853,-2.463,2.391,0.065,-43887.725,-43881.820,-43889.165,-1.440,5.905
hc_c42h24_0pent_6107,-5.103,-2.201,2.901,0.204,-43887.640,-43881.521,-43888.852,-1.212,6.119
hc_c42h24_0pent_6541,-4.866,-2.475,2.391,0.070,-43887.696,-43881.810,-43889.177,-1.481,5.887
hc_c42h24_0pent_2226,-5.240,-2.088,3.152,0.288,-43887.824,-43881.595,-43888.962,-1.137,6.229
hc_c42h24_0pent_1516,-5.498,-1.839,3.659,0.071,-43888.437,-43881.918,-43889.272,-0.835,6.519
hc_c42h24_0pent_6236,-4.822,-2.478,2.344,0.113,-43887.608,-43881.707,-43889.039,-1.431,5.901
hc_c38h22_0pent_1212,-5.077,-2.191,2.886,0.187,-39712.702,-39706.523,-39713.829,-1.127,6.179
hc_c42h24_0pent_267,-5.467,-1.796,3.671,0.250,-43887.586,-43881.120,-43888.395,-0.809,6.466
hc_c42h24_0pent_2728,-5.294,-2.005,3.289,0.232,-43887.551,-43881.238,-43888.564,-1.013,6.313
hc_c38h22_0pent_968,-5.206,-2.089,3.118,0.134,-39712.979,-39706.728,-39714.061,-1.083,6.251
hc_c42h24_0pent_5744,-5.021,-2.193,2.828,0.318,-43887.567,-43881.433,-43888.692,-1.125,6.135
hc_c42h24_0pent_5802,-5.226,-2.105,3.121,0.122,-43888.004,-43881.742,-43889.099,-1.095,6.262
hc_c38h22_0pent_957,-5.299,-1.991,3.308,0.128,-39712.921,-39706.592,-39713.917,-0.996,6.329
hc_c42h24_0pent_606,-5.426,-1.783,3.643,0.086,-43887.399,-43880.970,-43888.204,-0.805,6.429
hc_c42h24_0pent_6408,-4.856,-2.534,2.322,0.081,-43888.259,-43882.386,-43889.799,-1.541,5.873
hc_c38h22_0pent_711,-5.267,-1.911,3.356,0.066,-39712.844,-39706.537,-39713.749,-0.906,6.306
hc_c42h24_0pent_3696,-5.221,-2.071,3.150,0.092,-43887.911,-43881.682,-43889.010,-1.099,6.229
hc_c42h24_0pent_1100,-5.211,-2.096,3.115,0.320,-43887.945,-43881.729,-43889.063,-1.118,6.215
hc_c42h24_0pent_681,-5.474,-1.810,3.664,0.509,-43887.249,-43880.753,-43888.075,-0.826,6.496
hc_c42h24_0pent_3285,-5.335,-1.924,3.411,0.145,-43888.046,-43881.688,-43888.991,-0.944,6.359
hc_c34h20_0pent_80,-5.577,-1.603,3.975,0.142,-35537.590,-35530.946,-35538.158,-0.569,6.643
hc_c42h24_0pent_5717,-5.047,-2.289,2.757,0.105,-43887.819,-43881.714,-43889.074,-1.255,6.105
hc_c42h24_0pent_2210,-5.330,-1.905,3.425,0.183,-43887.625,-43881.311,-43888.572,-0.947,6.313
hc_c42h24_0pent_4362,-5.280,-2.001,3.279,0.132,-43887.691,-43881.392,-43888.731,-1.039,6.300
hc_c38h22_0pent_466,-5.227,-2.033,3.194,0.083,-39712.578,-39706.314,-39713.592,-1.014,6.264
hc_c42h24_0pent_2491,-5.497,-1.857,3.639,0.100,-43888.363,-43881.871,-43889.229,-0.866,6.492
hc_c34h20_0pent_147,-5.603,-1.717,3.887,0.053,-35538.166,-35531.476,-35538.836,-0.670,6.690
hc_c42h24_0pent_1746,-5.305,-1.997,3.308,0.096,-43887.676,-43881.340,-43888.695,-1.019,6.336
hc_c38h22_0pent_634,-5.361,-1.914,3.448,0.303,-39713.081,-39706.651,-39713.953,-0.871,6.431
hc_c42h24_0pent_3442,-5.341,-1.939,3.401,0.214,-43887.240,-43880.876,-43888.196,-0.956,6.364
hc_c42h24_0pent_5947,-4.940,-2.427,2.513,0.058,-43888.170,-43882.229,-43889.633,-1.463,5.941
hc_c38h22_0pent_48,-5.520,-1.780,3.740,0.100,-39712.524,-39705.973,-39713.308,-0.784,6.551
hc_c42h24_0pent_4807,-5.130,-2.198,2.932,0.085,-43887.938,-43881.781,-43889.135,-1.196,6.157
hc_c38h22_0pent_784,-5.255,-1.995,3.260,0.094,-39712.918,-39706.630,-39713.911,-0.993,6.288
hc_c42h24_0pent_3532,-5.129,-2.052,3.077,0.202,-43887.525,-43881.136,-43888.595,-1.070,6.389
hc_c42h24_0pent_1832,-5.366,-1.916,3.450,0.290,-43887.903,-43881.355,-43888.808,-0.905,6.548
hc_c42h24_0pent_6449,-4.815,-2.548,2.267,0.184,-43887.570,-43881.695,-43889.087,-1.517,5.875
hc_c38h22_0pent_1043,-5.254,-2.010,3.244,0.072,-39712.424,-39706.111,-39713.412,-0.988,6.313
hc_c42h24_0pent_2267,-5.372,-1.891,3.482,0.125,-43887.806,-43881.451,-43888.713,-0.907,6.356
hc_c42h24_0pent_2608,-5.439,-1.839,3.600,0.055,-43888.125,-43881.666,-43888.984,-0.858,6.460
hc_c42h24_0pent_5052,-5.148,-2.212,2.936,0.216,-43888.234,-43882.038,-43889.426,-1.192,6.196
hc_c42h24_0pent_1319,-5.343,-1.885,3.457,0.135,-43887.849,-43881.459,-43888.734,-0.885,6.390
hc_c42h24_0pent_2969,-5.405,-1.866,3.540,0.025,-43888.426,-43882.023,-43889.320,-0.894,6.404
hc_c42h24_0pent_1426,-5.243,-1.927,3.316,0.376,-43887.668,-43881.391,-43888.648,-0.980,6.277
hc_c42h24_0pent_153,-5.411,-1.897,3.514,0.119,-43887.491,-43881.083,-43888.426,-0.935,6.408
hc_c38h22_0pent_292,-5.235,-2.050,3.185,0.083,-39712.974,-39706.655,-39713.964,-0.991,6.318
hc_c42h24_0pent_5929,-5.054,-2.289,2.765,0.102,-43888.192,-43882.141,-43889.515,-1.323,6.051
hc_c42h24_0pent_5612,-4.969,-2.334,2.634,0.184,-43887.168,-43881.139,-43888.470,-1.302,6.029
hc_c42h24_0pent_4727,-4.939,-2.426,2.513,0.043,-43887.604,-43881.669,-43889.052,-1.448,5.935
hc_c42h24_0pent_4284,-5.296,-1.968,3.328,0.079,-43887.685,-43881.350,-43888.662,-0.977,6.335
